name,printed_name,mana_cost,cmc,type_line,printed_type_line,oracle_text,printed_text,power,toughness,loyalty,colors
Time Ebb,Time Ebb,2U,3.0,Sorcery,Sorcery,Put target creature on top of its owner's library.,Put target creature on top of its owner's library.,,,,U
Elder Druid,Elder Druid,3G,4.0,Creature — Elf Cleric Druid,Creature — Elf Cleric Druid,"{3}{G}, {T}: You may tap or untap target artifact, creature, or land.","{3}{G}, {T}: You may tap or untap target artifact, creature, or land.",2,2,,G
Daru Cavalier,Daru Cavalier,3W,4.0,Creature — Human Soldier,Creature — Human Soldier,"First strike
When this creature enters, you may search your library for a card named Daru Cavalier, reveal it, put it into your hand, then shuffle.","First strike
When this creature enters, you may search your library for a card named Daru Cavalier, reveal it, put it into your hand, then shuffle.",2,2,,W
Triangle of War,Triangle of War,1,1.0,Artifact,Artifact,"{2}, Sacrifice this artifact: Target creature you control fights target creature an opponent controls. (Each deals damage equal to its power to the other.)","{2}, Sacrifice this artifact: Target creature you control fights target creature an opponent controls. (Each deals damage equal to its power to the other.)",,,,N
Energy Flux,Energy Flux,2U,3.0,Enchantment,Enchantment,"All artifacts have ""At the beginning of your upkeep, sacrifice this artifact unless you pay {2}.""","All artifacts have ""At the beginning of your upkeep, sacrifice this artifact unless you pay {2}.""",,,,U
Wu Admiral,Wu Admiral,4U,5.0,Creature — Human Soldier,Creature — Human Soldier,This creature gets +1/+1 as long as an opponent controls an Island.,This creature gets +1/+1 as long as an opponent controls an Island.,3,3,,U
Seal of Doom,Seal of Doom,2B,3.0,Enchantment,Enchantment,Sacrifice this enchantment: Destroy target nonblack creature. It can't be regenerated.,Sacrifice this enchantment: Destroy target nonblack creature. It can't be regenerated.,,,,B
Minotaur Explorer,Minotaur Explorer,1R,2.0,Creature — Minotaur Scout,Creature — Minotaur Scout,"When this creature enters, sacrifice it unless you discard a card at random.","When this creature enters, sacrifice it unless you discard a card at random.",3,3,,R
Aura Extraction,Aura Extraction,1W,2.0,Instant,Instant,"Put target enchantment on top of its owner's library.
Cycling {2} ({2}, Discard this card: Draw a card.)","Put target enchantment on top of its owner's library.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,,W
Absorb,Absorb,WUU,3.0,Instant,Instant,Counter target spell. You gain 3 life.,Counter target spell. You gain 3 life.,,,,Z
Tendrils of Despair,Tendrils of Despair,B,1.0,Sorcery,Sorcery,"As an additional cost to cast this spell, sacrifice a creature.
Target opponent discards two cards.","As an additional cost to cast this spell, sacrifice a creature.
Target opponent discards two cards.",,,,B
Sky Weaver,Sky Weaver,1U,2.0,Creature — Metathran Wizard,Creature — Metathran Wizard,{2}: Target white or black creature gains flying until end of turn. (It can't be blocked except by creatures with flying or reach.),{2}: Target white or black creature gains flying until end of turn. (It can't be blocked except by creatures with flying or reach.),2,1,,U
Goblin Chariot,Goblin Chariot,2R,3.0,Creature — Goblin Warrior,Creature — Goblin Warrior,Haste (This creature can attack and {T} as soon as it comes under your control.),Haste (This creature can attack and {T} as soon as it comes under your control.),2,2,,R
Flight,Flight,U,1.0,Enchantment — Aura,Enchantment — Aura,"Enchant creature
Enchanted creature has flying.","Enchant creature
Enchanted creature has flying.",,,,U
Mask of Memory,Mask of Memory,2,2.0,Artifact — Equipment,Artifact — Equipment,"Whenever equipped creature deals combat damage to a player, you may draw two cards. If you do, discard a card.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)","Whenever equipped creature deals combat damage to a player, you may draw two cards. If you do, discard a card.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,,,N
Scion of Darkness,Scion of Darkness,5BBB,8.0,Creature — Avatar,Creature — Avatar,"Trample
Whenever this creature deals combat damage to a player, you may put target creature card from that player's graveyard onto the battlefield under your control.
Cycling {3} ({3}, Discard this card: Draw a card.)","Trample
Whenever this creature deals combat damage to a player, you may put target creature card from that player's graveyard onto the battlefield under your control.
Cycling {3} ({3}, Discard this card: Draw a card.)",6,6,,B
Wall of Brambles,Wall of Brambles,2G,3.0,Creature — Plant Wall,Creature — Plant Wall,"Defender (This creature can't attack.)
{G}: Regenerate this creature.","Defender (This creature can't attack.)
{G}: Regenerate this creature.",2,3,,G
Vengeance,Vengeance,3W,4.0,Sorcery,Sorcery,Destroy target tapped creature.,Destroy target tapped creature.,,,,W
Outmaneuver,Outmaneuver,XR,1.0,Instant,Instant,X target blocked creatures assign their combat damage this turn as though they weren't blocked.,X target blocked creatures assign their combat damage this turn as though they weren't blocked.,,,,R
Mana Vault,Mana Vault,1,1.0,Artifact,Artifact,"This artifact doesn't untap during your untap step.
At the beginning of your upkeep, you may pay {4}. If you do, untap this artifact.
At the beginning of your draw step, if this artifact is tapped, it deals 1 damage to you.
{T}: Add {C}{C}{C}.","This artifact doesn't untap during your untap step.
At the beginning of your upkeep, you may pay {4}. If you do, untap this artifact.
At the beginning of your draw step, if this artifact is tapped, it deals 1 damage to you.
{T}: Add {C}{C}{C}.",,,,N
Sudden Impact,Sudden Impact,3R,4.0,Instant,Instant,Sudden Impact deals damage to target player equal to the number of cards in that player's hand.,Sudden Impact deals damage to target player equal to the number of cards in that player's hand.,,,,R
"Greel, Mind Raker","Greel, Mind Raker",3BB,5.0,Legendary Creature — Horror Spellshaper,Legendary Creature — Horror Spellshaper,"{X}{B}, {T}, Discard two cards: Target player discards X cards at random.","{X}{B}, {T}, Discard two cards: Target player discards X cards at random.",3,3,,B
Fountain Watch,Fountain Watch,3WW,5.0,Creature — Human Cleric,Creature — Human Cleric,Artifacts and enchantments you control have shroud. (They can't be the targets of spells or abilities.),Artifacts and enchantments you control have shroud. (They can't be the targets of spells or abilities.),2,4,,W
Imposing Visage,Imposing Visage,R,1.0,Enchantment — Aura,Enchantment — Aura,"Enchant creature
Enchanted creature has menace. (It can't be blocked except by two or more creatures.)","Enchant creature
Enchanted creature has menace. (It can't be blocked except by two or more creatures.)",,,,R
Sparkcaster,Sparkcaster,2RG,4.0,Creature — Kavu,Creature — Kavu,"When this creature enters, return a red or green creature you control to its owner's hand.
When this creature enters, it deals 1 damage to target player or planeswalker.","When this creature enters, return a red or green creature you control to its owner's hand.
When this creature enters, it deals 1 damage to target player or planeswalker.",5,3,,Z
Sea's Claim,Sea's Claim,U,1.0,Enchantment — Aura,Enchantment — Aura,"Enchant land (Target a land as you cast this. This card enters attached to that land.)
Enchanted land is an Island.","Enchant land (Target a land as you cast this. This card enters attached to that land.)
Enchanted land is an Island.",,,,U
Extraplanar Lens,Extraplanar Lens,3,3.0,Artifact,Artifact,"Imprint — When this artifact enters, you may exile target land you control.
Whenever a land with the same name as the exiled card is tapped for mana, its controller adds one mana of any type that land produced.","Imprint — When this artifact enters, you may exile target land you control.
Whenever a land with the same name as the exiled card is tapped for mana, its controller adds one mana of any type that land produced.",,,,N
Emperor Crocodile,Emperor Crocodile,3G,4.0,Creature — Crocodile,Creature — Crocodile,"When you control no other creatures, sacrifice this creature.","When you control no other creatures, sacrifice this creature.",5,5,,G
Crovax the Cursed,Crovax the Cursed,2BB,4.0,Legendary Creature — Vampire Noble,Legendary Creature — Vampire Noble,"Crovax enters with four +1/+1 counters on it.
At the beginning of your upkeep, you may sacrifice a creature. If you do, put a +1/+1 counter on Crovax. If you don't, remove a +1/+1 counter from Crovax.
{B}: Crovax gains flying until end of turn.","Crovax enters with four +1/+1 counters on it.
At the beginning of your upkeep, you may sacrifice a creature. If you do, put a +1/+1 counter on Crovax. If you don't, remove a +1/+1 counter from Crovax.
{B}: Crovax gains flying until end of turn.",0,0,,B
Nightwind Glider,Nightwind Glider,2W,3.0,Creature — Human Rebel,Creature — Human Rebel,"Flying, protection from black","Flying, protection from black",2,1,,W
Rod of Ruin,Rod of Ruin,4,4.0,Artifact,Artifact,"{3}, {T}: This artifact deals 1 damage to any target.","{3}, {T}: This artifact deals 1 damage to any target.",,,,N
Vorrac Battlehorns,Vorrac Battlehorns,2,2.0,Artifact — Equipment,Artifact — Equipment,"Equipped creature has trample and can't be blocked by more than one creature.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery. This card enters unattached and stays on the battlefield if the creature leaves.)","Equipped creature has trample and can't be blocked by more than one creature.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery. This card enters unattached and stays on the battlefield if the creature leaves.)",,,,N
Seat of the Synod,Seat of the Synod,,0.0,Artifact Land,Artifact Land,{T}: Add {U}.,{T}: Add {U}.,,,,L
Dragon Arch,Dragon Arch,5,5.0,Artifact,Artifact,"{2}, {T}: You may put a multicolored creature card from your hand onto the battlefield.","{2}, {T}: You may put a multicolored creature card from your hand onto the battlefield.",,,,N
Llanowar Behemoth,Llanowar Behemoth,3GG,5.0,Creature — Elemental,Creature — Elemental,Tap an untapped creature you control: This creature gets +1/+1 until end of turn.,Tap an untapped creature you control: This creature gets +1/+1 until end of turn.,4,4,,G
Firestorm Hellkite,Firestorm Hellkite,4UR,6.0,Creature — Dragon,Creature — Dragon,"Flying, trample
Cumulative upkeep {U}{R} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)","Flying, trample
Cumulative upkeep {U}{R} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)",6,6,,Z
Nekrataal,Nekrataal,2BB,4.0,Creature — Human Assassin,Creature — Human Assassin,"First strike
When this creature enters, destroy target nonartifact, nonblack creature. That creature can't be regenerated.","First strike
When this creature enters, destroy target nonartifact, nonblack creature. That creature can't be regenerated.",2,1,,B
Rootwater Mystic,Rootwater Mystic,U,1.0,Creature — Merfolk Wizard,Creature — Merfolk Wizard,{1}{U}: Look at the top card of target player's library.,{1}{U}: Look at the top card of target player's library.,1,1,,U
