eng_name,chn_name,jpn_name,cost,mana,color,type,chn_type,pt,p,t,loyalty,rule,chn_rule,back_name,created,update
Undiscovered Paradise,,,,0.0,L,Land,,,,,,"{T}: Add one mana of any color. During your next untap step, as you untap your permanents, return this land to its owner's hand.",,,,
Fool's Tome,,,4,4.0,N,Artifact,,,,,,"{2}, {T}: Draw a card. Activate only if you have no cards in hand.",,,,
Lure,,,1GG,3.0,G,Enchantment — Aura,,,,,,"Enchant creature
All creatures able to block enchanted creature do so.",,,,
Rolling Stones,,,1W,2.0,W,Enchantment,,,,,,Wall creatures can attack as though they didn't have defender.,,,,
Infest,,,1BB,3.0,B,Sorcery,,,,,,All creatures get -2/-2 until end of turn.,,,,
Vhati il-Dal,,,2BG,4.0,Z,Legendary Creature — Human Warrior,,3/3,3,3,,"{T}: Until end of turn, target creature has base power 1 or base toughness 1.",,,,
Exotic Disease,,,4B,5.0,B,Sorcery,,,,,,"Domain — Target player loses X life and you gain X life, where X is the number of basic land types among lands you control.",,,,
Archaeological Dig,,,,0.0,L,Land,,,,,,"{T}: Add {C}.
{T}, Sacrifice this land: Add one mana of any color.",,,,
Pyroclasm,,,1R,2.0,R,Sorcery,,,,,,Pyroclasm deals 2 damage to each creature.,,,,
Urborg Drake,,,1UB,3.0,Z,Creature — Drake,,2/3,2,3,,"Flying
This creature attacks each combat if able.",,,,
Elven Riders,,,3GG,5.0,G,Creature — Elf,,3/3,3,3,,This creature can't be blocked except by Walls and/or creatures with flying.,,,,
Probe,,,2U,3.0,U,Sorcery,,,,,,"Kicker {1}{B} (You may pay an additional {1}{B} as you cast this spell.)
Draw three cards, then discard two cards. If this spell was kicked, target player discards two cards.",,,,
Mind Warp,,,X3B,4.0,B,Sorcery,,,,,,Look at target player's hand and choose X cards from it. That player discards those cards.,,,,
Counterintelligence,,,2UU,4.0,U,Sorcery,,,,,,Return one or two target creatures to their owners' hands.,,,,
Disciple of the Vault,,,B,1.0,B,Creature — Human Cleric,,1/1,1,1,,"Whenever an artifact is put into a graveyard from the battlefield, you may have target opponent lose 1 life.",,,,
Daraja Griffin,,,3W,4.0,W,Creature — Griffin,,2/2,2,2,,"Flying
Sacrifice this creature: Destroy target black creature.",,,,
Dominaria's Judgment,,,2W,3.0,W,Instant,,,,,,"Until end of turn, creatures you control gain protection from white if you control a Plains, from blue if you control an Island, from black if you control a Swamp, from red if you control a Mountain, and from green if you control a Forest.",,,,
Cephalid Inkshrouder,,,2U,3.0,U,Creature — Octopus,,2/1,2,1,,Discard a card: This creature gains shroud until end of turn and can't be blocked this turn. (A creature with shroud can't be the target of spells or abilities.),,,,
Amugaba,,,5UU,7.0,U,Creature — Illusion,,6/6,6,6,,"Flying
{2}{U}, Discard a card: Return this creature to its owner's hand.",,,,
Groundskeeper,,,G,1.0,G,Creature — Human Druid,,1/1,1,1,,{1}{G}: Return target basic land card from your graveyard to your hand.,,,,
Deathgrip,,,BB,2.0,B,Enchantment,,,,,,{B}{B}: Counter target green spell.,,,,
Darba,,,3G,4.0,G,Creature — Bird Beast,,5/4,5,4,,"At the beginning of your upkeep, sacrifice this creature unless you pay {G}{G}.",,,,
Aven Archer,,,3WW,5.0,W,Creature — Bird Soldier Archer,,2/2,2,2,,"Flying
{2}{W}, {T}: This creature deals 2 damage to target attacking or blocking creature.",,,,
Dream's Grip,,,U,1.0,U,Instant,,,,,,"Choose one —
• Tap target permanent.
• Untap target permanent.
Entwine {1} (Choose both if you pay the entwine cost.)",,,,
Telepathic Spies,,,2U,3.0,U,Creature — Human Wizard,,2/2,2,2,,"When this creature enters, look at target opponent's hand.",,,,
Aphetto Alchemist,,,1U,2.0,U,Creature — Human Wizard,,1/2,1,2,,"{T}: Untap target artifact or creature.
Morph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",,,,
Gauntlets of Chaos,,,5,5.0,N,Artifact,,,,,,"{5}, Sacrifice this artifact: Exchange control of target artifact, creature, or land you control and target permanent an opponent controls that shares one of those types with it. If those permanents are exchanged this way, destroy all Auras attached to them.",,,,
Hopping Automaton,,,3,3.0,N,Artifact Creature — Construct,,2/2,2,2,,{0}: This creature gets -1/-1 and gains flying until end of turn.,,,,
Barl's Cage,,,4,4.0,N,Artifact,,,,,,{3}: Target creature doesn't untap during its controller's next untap step.,,,,
Razor Barrier,,,1W,2.0,W,Instant,,,,,,Target permanent you control gains protection from artifacts or from the color of your choice until end of turn.,,,,
Coastal Piracy,,,2UU,4.0,U,Enchantment,,,,,,"Whenever a creature you control deals combat damage to an opponent, you may draw a card.",,,,
Midnight Ritual,,,X2B,3.0,B,Sorcery,,,,,,"Exile X target creature cards from your graveyard. For each creature card exiled this way, create a 2/2 black Zombie creature token.",,,,
Drinker of Sorrow,,,2B,3.0,B,Creature — Horror,,5/3,5,3,,"This creature can't block.
Whenever this creature deals combat damage, sacrifice a permanent.",,,,
Blaster Mage,,,2R,3.0,R,Creature — Human Spellshaper,,2/2,2,2,,"{R}, {T}, Discard a card: Destroy target Wall.",,,,
Kavu Glider,,,2R,3.0,R,Creature — Kavu,,2/1,2,1,,"{W}: This creature gets +0/+1 until end of turn.
{U}: This creature gains flying until end of turn.",,,,
Noxious Vapors,,,1BB,3.0,B,Sorcery,,,,,,"Each player reveals their hand, chooses one card of each color from it, then discards all other nonland cards.",,,,
Tombfire,,,B,1.0,B,Sorcery,,,,,,Target player exiles all cards with flashback from their graveyard.,,,,
Sacred Rites,,,W,1.0,W,Instant,,,,,,Discard any number of cards. Creatures you control get +0/+1 until end of turn for each card discarded this way.,,,,
Voice of Law,,,3W,4.0,W,Creature — Angel,,2/2,2,2,,"Flying, protection from red",,,,
Silklash Spider,,,3GG,5.0,G,Creature — Spider,,2/7,2,7,,"Reach
{X}{G}{G}: This creature deals X damage to each creature with flying.",,,,
Ironshell Beetle,,,1G,2.0,G,Creature — Insect,,1/1,1,1,,"When this creature enters, put a +1/+1 counter on target creature.",,,,
Aspect of Wolf,,,1G,2.0,G,Enchantment — Aura,,,,,,"Enchant creature
Enchanted creature gets +X/+Y, where X is half the number of Forests you control, rounded down, and Y is half the number of Forests you control, rounded up.",,,,
Degavolver,,,1W,2.0,W,Creature — Volver,,1/1,1,1,,"Kicker {1}{B} and/or {R} (You may pay an additional {1}{B} and/or {R} as you cast this spell.)
If this creature was kicked with its {1}{B} kicker, it enters with two +1/+1 counters on it and with ""Pay 3 life: Regenerate this creature.""
If this creature was kicked with its {R} kicker, it enters with a +1/+1 counter on it and with first strike.",,,,
Tainted Aether,,,2BB,4.0,B,Enchantment,,,,,,"Whenever a creature enters, its controller sacrifices a creature or land of their choice.",,,,
Predatory Hunger,,,G,1.0,G,Enchantment — Aura,,,,,,"Enchant creature
Whenever an opponent casts a creature spell, put a +1/+1 counter on enchanted creature.",,,,
Ichorid,,,3B,4.0,B,Creature — Horror,,3/1,3,1,,"Haste
At the beginning of the end step, sacrifice this creature.
At the beginning of your upkeep, if this card is in your graveyard, you may exile a black creature card other than this card from your graveyard. If you do, return this card to the battlefield.",,,,
Evincar's Justice,,,2BB,4.0,B,Sorcery,,,,,,"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)
Evincar's Justice deals 2 damage to each creature and each player.",,,,
Zodiac Monkey,,,1G,2.0,G,Creature — Monkey,,2/1,2,1,,Forestwalk (This creature can't be blocked as long as defending player controls a Forest.),,,,
Lifespark Spellbomb,,,1,1.0,N,Artifact,,,,,,"{G}, Sacrifice this artifact: Until end of turn, target land becomes a 3/3 creature that's still a land.
{1}, Sacrifice this artifact: Draw a card.",,,,
Disintegrate,,,XR,1.0,R,Sorcery,,,,,,"Disintegrate deals X damage to any target. If it's a creature, it can't be regenerated this turn, and if it would die this turn, exile it instead.",,,,
Cyclopean Mummy,,,1B,2.0,B,Creature — Zombie,,2/1,2,1,,"When this creature dies, exile it.",,,,
Sea Monster,,,4UU,6.0,U,Creature — Serpent,,6/6,6,6,,This creature can't attack unless defending player controls an Island.,,,,
Rampart Crawler,,,B,1.0,B,Creature — Lizard Mercenary,,1/1,1,1,,This creature can't be blocked by Walls.,,,,
Profane Prayers,,,2BB,4.0,B,Sorcery,,,,,,"Profane Prayers deals X damage to any target and you gain X life, where X is the number of Clerics on the battlefield.",,,,
Cloud Djinn,,,5U,6.0,U,Creature — Djinn,,5/4,5,4,,"Flying
This creature can block only creatures with flying.",,,,
Raise Dead,,,B,1.0,B,Sorcery,,,,,,Return target creature card from your graveyard to your hand.,,,,
Mana Clash,,,R,1.0,R,Sorcery,,,,,,You and target opponent each flip a coin. Mana Clash deals 1 damage to each player whose coin comes up tails. Repeat this process until both players' coins come up heads on the same flip.,,,,
Carrion Ants,,,2BB,4.0,B,Creature — Insect,,0/1,0,1,,{1}: This creature gets +1/+1 until end of turn.,,,,
Memory Lapse,,,1U,2.0,U,Instant,,,,,,"Counter target spell. If that spell is countered this way, put it on top of its owner's library instead of into that player's graveyard.",,,,
Goblin Masons,,,1R,2.0,R,Creature — Goblin,,2/1,2,1,,"When this creature dies, destroy target Wall.",,,,
Extra Arms,,,4R,5.0,R,Enchantment — Aura,,,,,,"Enchant creature
Whenever enchanted creature attacks, it deals 2 damage to any target.",,,,
Steal Enchantment,,,UU,2.0,U,Enchantment — Aura,,,,,,"Enchant enchantment
You control enchanted enchantment.",,,,
"Karn, Silver Golem",,,5,5.0,N,Legendary Artifact Creature — Golem,,4/4,4,4,,"Whenever Karn blocks or becomes blocked, it gets -4/+4 until end of turn.
{1}: Target noncreature artifact becomes an artifact creature with power and toughness each equal to its mana value until end of turn.",,,,
Man-o'-War,,,2U,3.0,U,Creature — Jellyfish,,2/2,2,2,,"When this creature enters, return target creature to its owner's hand.",,,,
Phyrexian Splicer,,,2,2.0,N,Artifact,,,,,,"{2}, {T}, Choose flying, first strike, trample, or shadow: Until end of turn, target creature with the chosen ability loses it and another target creature gains it.",,,,
Bog Imp,,,1B,2.0,B,Creature — Imp,,1/1,1,1,,Flying (This creature can't be blocked except by creatures with flying or reach.),,,,
Death Match,,,3B,4.0,B,Enchantment,,,,,,"Whenever a creature enters, that creature's controller may have target creature of their choice get -3/-3 until end of turn.",,,,
Touch of Death,,,2B,3.0,B,Sorcery,,,,,,"Touch of Death deals 1 damage to target player or planeswalker. You gain 1 life.
Draw a card at the beginning of the next turn's upkeep.",,,,
Mogg Maniac,,,1R,2.0,R,Creature — Goblin,,1/1,1,1,,"Whenever this creature is dealt damage, it deals that much damage to target opponent or planeswalker.",,,,
Lifetap,,,UU,2.0,U,Enchantment,,,,,,"Whenever a Forest an opponent controls becomes tapped, you gain 1 life.",,,,
"Squee, Goblin Nabob",,,2R,3.0,R,Legendary Creature — Goblin,,1/1,1,1,,"At the beginning of your upkeep, you may return this card from your graveyard to your hand.",,,,
Flanking Troops,,,2WW,4.0,W,Creature — Human Soldier,,2/2,2,2,,"Whenever this creature attacks, you may tap target creature.",,,,
Spike Feeder,,,1GG,3.0,G,Creature — Spike,,0/0,0,0,,"This creature enters with two +1/+1 counters on it.
{2}, Remove a +1/+1 counter from this creature: Put a +1/+1 counter on target creature.
Remove a +1/+1 counter from this creature: You gain 2 life.",,,,
Wall of Fire,,,1RR,3.0,R,Creature — Wall,,0/5,0,5,,"Defender (This creature can't attack.)
{R}: This creature gets +1/+0 until end of turn.",,,,
Ring of Gix,,,3,3.0,N,Artifact,,,,,,"Echo {3} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
{1}, {T}: Tap target artifact, creature, or land.",,,,
Recover,,,2B,3.0,B,Sorcery,,,,,,"Return target creature card from your graveyard to your hand.
Draw a card.",,,,
Dirty Wererat,,,3B,4.0,B,Creature — Human Rat Minion,,2/3,2,3,,"{B}, Discard a card: Regenerate this creature.
Threshold — As long as seven or more cards are in your graveyard, this creature gets +2/+2 and can't block.",,,,
Paroxysm,,,1R,2.0,R,Enchantment — Aura,,,,,,"Enchant creature
At the beginning of the upkeep of enchanted creature's controller, that player reveals the top card of their library. If that card is a land card, destroy that creature. Otherwise, it gets +3/+3 until end of turn.",,,,
Horn of Greed,,,3,3.0,N,Artifact,,,,,,"Whenever a player plays a land, that player draws a card.",,,,
Solfatara,,,2R,3.0,R,Instant,,,,,,"Target player can't play lands this turn.
Draw a card at the beginning of the next turn's upkeep.",,,,
Overabundance,,,1RG,3.0,Z,Enchantment,,,,,,"Whenever a player taps a land for mana, that player adds one mana of any type that land produced, and this enchantment deals 1 damage to the player.",,,,
Shapeshifter,,,6,6.0,N,Artifact Creature — Shapeshifter,,*/7-*,*,7-*,,"As this creature enters, choose a number between 0 and 7.
At the beginning of your upkeep, you may choose a number between 0 and 7.
Shapeshifter's power is equal to the last chosen number and its toughness is equal to 7 minus that number.",,,,
Inspiration,,,3U,4.0,U,Instant,,,,,,Target player draws two cards.,,,,
Griffin Canyon,,,,0.0,L,Land,,,,,,"{T}: Add {C}.
{T}: Untap target Griffin. If it's a creature, it gets +1/+1 until end of turn.",,,,
Library of Lat-Nam,,,4U,5.0,U,Sorcery,,,,,,"An opponent chooses one —
• You draw three cards at the beginning of the next turn's upkeep.
• You search your library for a card, put that card into your hand, then shuffle.",,,,
Slay,,,2B,3.0,B,Instant,,,,,,"Destroy target green creature. It can't be regenerated.
Draw a card.",,,,
Tolarian Drake,,,2U,3.0,U,Creature — Drake,,2/4,2,4,,"Flying
Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)",,,,
Raging Goblin,,,R,1.0,R,Creature — Goblin Berserker,,1/1,1,1,,Haste (This creature can attack and {T} as soon as it comes under your control.),,,,
Neurok Familiar,,,1U,2.0,U,Creature — Bird,,1/1,1,1,,"Flying
When this creature enters, reveal the top card of your library. If it's an artifact card, put it into your hand. Otherwise, put it into your graveyard.",,,,
Reins of Power,,,2UU,4.0,U,Instant,,,,,,Untap all creatures you control and all creatures target opponent controls. You and that opponent each gain control of all creatures the other controls until end of turn. Those creatures gain haste until end of turn.,,,,
Stromgald Cabal,,,1BB,3.0,B,Creature — Human Knight,,2/2,2,2,,"{T}, Pay 1 life: Counter target white spell.",,,,
Pearl Medallion,,,2,2.0,N,Artifact,,,,,,White spells you cast cost {1} less to cast.,,,,
Unnerve,,,3B,4.0,B,Sorcery,,,,,,Each opponent discards two cards.,,,,
Corrosion,,,1BR,3.0,Z,Enchantment,,,,,,"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
At the beginning of your upkeep, put a rust counter on each artifact target opponent controls. Then destroy each artifact with mana value less than or equal to the number of rust counters on it. Artifacts destroyed this way can't be regenerated.
When this enchantment leaves the battlefield, remove all rust counters from all permanents.",,,,
